A,B,C,D,E,F
1001,183,227,361,66063,1703
1002,371,417,345,127995,1616
1003,57,71,282,16074,1436
1004,106,69,322,34132,1633
1005,218,251,298,64964,1396
1006,25,-21,343,8575,1743
1007,229,258,397,90913,1997
1008,482,476,351,169182,1741
1009,257,235,213,54741,1059
1010,40,89,282,11280,1318
1011,5,-12,311,1555,1581
1012,70,101,387,27090,1855
1013,90,95,395,35550,1926
1014,175,197,255,44625,1231
1015,24,16,230,5520,1141
1016,115,114,279,32085,1330
1017,317,358,387,122679,1829
1018,479,508,324,155196,1593
1019,40,68,278,11120,1301
1020,275,259,398,109450,2023
1021,94,62,308,28952,1457
1022,74,114,304,22496,1541
1023,12,47,265,3180,1316
1024,14,-33,381,5334,1914
1025,286,249,235,67210,1108
1026,152,202,361,54872,1710
1027,300,282,230,69000,1100
1028,149,155,290,43210,1330
1029,346,354,215,74390,976
1030,174,213,341,59334,1678
1031,377,402,366,137982,1712
1032,497,491,285,141645,1334
1033,498,514,357,177786,1690
1034,413,439,263,108619,1337
1035,288,305,249,71712,1175
1036,60,40,384,23040,1822
1037,353,314,210,74130,1072
1038,462,508,352,162624,1780
1039,437,464,363,158631,1710
1040,313,276,286,89518,1319
1041,435,484,331,143985,1572
1042,371,420,250,92750,1244
1043,98,97,265,25970,1332
1044,202,244,259,52318,1325
1045,170,167,334,56780,1668
1046,154,196,208,32032,1065
1047,143,176,340,48620,1616
1048,17,60,342,5814,1617
1049,146,141,203,29638,1009
1050,341,381,251,85591,1238
1051,305,345,341,104005,1644
1052,457,505,387,176859,1917
1053,354,330,306,108324,1433
1054,493,509,258,127194,1281
1055,19,40,229,4351,1062
1056,18,-13,218,3924,1011
1057,316,363,327,103332,1662
1058,217,264,267,57939,1300
1059,305,294,287,87535,1381
1060,279,319,232,64728,1057
1061,276,305,282,77832,1392
1062,108,79,321,34668,1637
1063,449,445,395,177355,1965
1064,58,98,226,13108,1100
1065,78,120,359,28002,1746
1066,47,-3,381,17907,1909
1067,354,400,378,133812,1859
1068,428,393,252,107856,1170
1069,293,308,250,73250,1259
1070,480,502,390,187200,1857
1071,317,305,287,90979,1471
1072,10,9,382,3820,1827
1073,394,386,300,118200,1426
1074,164,199,359,58876,1740
1075,30,18,378,11340,1806
1076,379,372,248,93992,1273
1077,436,412,308,134288,1458
1078,33,-5,361,11913,1758
1079,176,189,354,62304,1746
1080,152,102,232,35264,1097
1081,35,39,295,10325,1452
1082,91,59,214,19474,1009
1083,465,459,332,154380,1583
1084,484,512,366,177144,1740
1085,394,387,226,89044,1049
1086,162,192,397,64314,1877
1087,345,347,208,71760,970
1088,357,361,295,105315,1428
1089,446,496,386,172156,1832
1090,113,89,394,44522,1858
1091,487,452,332,161684,1612
1092,343,366,267,91581,1317
1093,239,283,341,81499,1615
1094,295,292,333,98235,1621
1095,151,119,278,41978,1274
1096,459,494,277,127143,1414
1097,293,296,284,83212,1399
1098,408,447,217,88536,985
1099,343,386,296,101528,1481
1100,269,226,264,71016,1284
1101,179,136,216,38664,1042
1102,480,469,260,124800,1218
1103,367,338,313,114871,1560
1104,315,276,225,70875,1009
1105,212,249,227,48124,1093
1106,402,440,223,89646,1116
1107,147,110,395,58065,1979
1108,112,91,397,44464,1975
1109,410,441,292,119720,1365
1110,420,422,212,89040,1053
1111,201,248,281,56481,1366
1112,102,96,302,30804,1532
1113,29,7,247,7163,1147
1114,347,307,297,103059,1399
1115,482,465,340,163880,1679
1116,108,75,388,41904,1847
1117,473,510,357,168861,1751
1118,37,47,386,14282,1864
1119,99,117,308,30492,1575
1120,103,60,271,27913,1245
1121,2,-12,224,448,1053
1122,334,384,306,102204,1467
1123,33,58,256,8448,1167
1124,365,390,333,121545,1704
1125,259,213,231,59829,1083
1126,112,151,370,41440,1841
1127,268,223,272,72896,1386
1128,150,198,285,42750,1457
1129,300,264,311,93300,1553
1130,442,463,307,135694,1567
1131,233,188,293,68269,1493
1132,219,201,346,75774,1689
1133,241,284,254,61214,1160
1134,93,74,260,24180,1338
1135,453,403,204,92412,1016
1136,315,348,335,105525,1688
1137,262,285,269,70478,1236
1138,404,376,355,143420,1709
1139,120,107,391,46920,1890
1140,247,293,311,76817,1525
1141,261,226,244,63684,1146
1142,240,262,247,59280,1122
1143,83,79,297,24651,1435
1144,199,215,253,50347,1300
1145,7,5,298,2086,1463
1146,37,-6,349,12913,1673
1147,430,438,396,170280,1992
1148,342,300,296,101232,1509
1149,66,31,224,14784,1082
1150,317,269,233,73861,1083
1151,256,210,377,96512,1797
1152,425,375,359,152575,1818
1153,122,169,328,40016,1525
1154,462,431,245,113190,1162
1155,460,433,202,92920,909
1156,326,278,379,123554,1779
1157,129,89,376,48504,1875
1158,395,395,384,151680,1897
1159,33,83,267,8811,1265
1160,244,230,245,59780,1127
1161,145,131,204,29580,1056
1162,390,399,310,120900,1516
1163,405,383,340,137700,1664
1164,332,307,211,70052,1089
1165,467,432,203,94801,906
1166,77,70,242,18634,1180
1167,328,371,381,124968,1931
1168,89,101,338,30082,1658
1169,129,79,399,51471,1883
1170,332,379,393,130476,1925
1171,449,433,328,147272,1559
1172,198,220,276,54648,1345
1173,282,291,276,77832,1391
1174,328,355,284,93152,1381
1175,250,281,389,97250,1833
1176,96,102,312,29952,1472
1177,204,195,264,53856,1229
1178,470,449,203,95410,969
1179,404,416,216,87264,1008
1180,73,110,283,20659,1413
1181,368,352,327,120336,1622
1182,495,526,394,195030,1921
1183,193,219,373,71989,1821
1184,167,152,330,55110,1672
1185,205,176,356,72980,1661
1186,355,364,358,127090,1812
1187,320,318,241,77120,1167
1188,437,474,353,154261,1686
1189,76,103,263,19988,1269
1190,157,130,233,36581,1128
1191,154,201,351,54054,1733
1192,277,284,294,81438,1470
1193,59,107,212,12508,956
1194,48,41,365,17520,1763
1195,86,101,305,26230,1490
1196,435,466,301,130935,1470
1197,257,294,294,75558,1472
1198,262,232,233,61046,1164
1199,166,117,392,65072,1949
1200,234,195,340,79560,1581
1201,62,23,270,16740,1243
1202,286,250,348,99528,1688
1203,93,109,358,33294,1677
1204,453,452,232,105096,1167
1205,2,-28,400,800,2019
1206,488,500,254,123952,1215
1207,434,399,316,137144,1565
1208,80,100,359,28720,1733
1209,307,302,289,88723,1374
1210,45,82,341,15345,1649
1211,394,427,232,91408,1121
1212,44,30,219,9636,1059
1213,420,464,392,164640,1941
1214,449,419,338,151762,1644
1215,456,454,210,95760,1042
1216,61,40,227,13847,1169
1217,307,325,311,95477,1587
1218,77,107,366,28182,1723
1219,228,232,400,91200,2021
1220,419,390,337,141203,1686
1221,202,196,305,61610,1457
1222,429,427,379,162591,1928
1223,389,395,321,124869,1516
1224,256,270,206,52736,945
1225,224,269,232,51968,1146
1226,91,90,377,34307,1912
1227,317,292,259,82103,1209
1228,271,281,317,85907,1592
1229,467,439,333,155511,1671
1230,198,204,378,74844,1770
1231,300,306,268,80400,1268
1232,238,247,230,54740,1072
1233,192,240,295,56640,1386
1234,229,236,292,66868,1400
1235,54,64,316,17064,1582
1236,223,199,297,66231,1484
1237,366,374,375,137250,1794
1238,196,193,322,63112,1634
1239,309,316,381,117729,1929
1240,279,286,397,110763,1967
1241,109,67,202,22018,1027
1242,202,158,233,47066,1047
1243,281,248,287,80647,1348
1244,277,304,235,65095,1209
1245,430,436,382,164260,1942
1246,418,456,365,152570,1806
1247,155,179,303,46965,1485
1248,78,44,371,28938,1868
1249,137,151,220,30140,1005
1250,22,-15,347,7634,1656
1251,311,353,317,98587,1618
1252,483,499,352,170016,1702
1253,250,231,274,68500,1318
1254,129,115,340,43860,1580
1255,250,231,308,77000,1527
1256,220,245,339,74580,1679
1257,448,488,382,171136,1902
1258,271,319,269,72899,1255
1259,497,513,330,164010,1671
1260,213,200,312,66456,1545
1261,34,-14,361,12274,1772
1262,34,61,388,13192,1903
1263,61,65,268,16348,1307
1264,124,75,208,25792,1016
1265,425,392,276,117300,1380
1266,186,211,343,63798,1669
1267,139,124,324,45036,1508
1268,443,394,388,171884,1923
1269,322,336,368,118496,1784
1270,461,506,272,125392,1380
1271,439,430,201,88239,899
1272,288,282,295,84960,1374
1273,483,456,360,173880,1824
1274,266,268,282,75012,1321
1275,436,402,283,123388,1347
1276,127,98,209,26543,969
1277,92,60,351,32292,1668
1278,103,112,275,28325,1298
1279,98,80,252,24696,1279
1280,400,388,304,121600,1548
1281,386,381,262,101132,1191
1282,153,157,395,60435,1869
1283,457,424,394,180058,1954
1284,172,213,371,63812,1740
1285,462,499,261,120582,1230
1286,274,295,347,95078,1674
1287,413,463,247,102011,1164
1288,153,162,282,43146,1400
1289,251,261,302,75802,1512
1290,179,172,203,36337,1033
1291,500,527,311,155500,1552
1292,183,146,387,70821,1890
1293,310,332,395,122450,1901
1294,442,426,309,136578,1465
1295,376,378,244,91744,1225
1296,147,174,267,39249,1304
1297,200,196,208,41600,949
1298,107,102,309,33063,1459
1299,153,156,280,42840,1327
1300,232,205,330,76560,1559
1301,299,341,360,107640,1739
1302,75,121,306,22950,1524
1303,274,314,290,79460,1432
1304,225,239,360,81000,1801
1305,10,-9,243,2430,1219
1306,104,86,399,41496,1908
1307,332,349,297,98604,1493
1308,330,290,261,86130,1319
1309,464,466,237,109968,1193
1310,244,219,344,83936,1683
1311,284,321,356,101104,1670
1312,129,178,337,43473,1572
1313,277,314,346,95842,1737
1314,380,373,371,140980,1871
1315,290,272,359,104110,1737
1316,297,316,319,94743,1547
1317,105,114,368,38640,1812
1318,469,444,355,166495,1655
1319,107,82,220,23540,1140
1320,134,172,295,39530,1373
1321,360,401,377,135720,1920
1322,185,171,285,52725,1330
1323,349,324,254,88646,1245
1324,318,291,292,92856,1458
1325,72,63,298,21456,1429
1326,227,195,326,74002,1538
1327,486,504,239,116154,1109
1328,98,103,290,28420,1382
1329,426,422,239,101814,1128
1330,380,390,204,77520,933
1331,373,395,318,118614,1545
1332,485,526,240,116400,1222
1333,279,324,225,62775,1129
1334,243,262,314,76302,1504
1335,451,431,213,96063,1085
1336,166,213,382,63412,1793
1337,224,246,388,86912,1959
1338,94,139,370,34780,1857
1339,405,439,374,151470,1789
1340,184,151,372,68448,1742
1341,10,-16,219,2190,1131
1342,29,26,221,6409,1020
1343,314,308,210,65940,1002
1344,466,449,236,109976,1212
1345,169,183,308,52052,1483
1346,179,223,293,52447,1419
1347,320,353,324,103680,1503
1348,166,184,232,38512,1171
1349,426,454,204,86904,991
1350,150,133,388,58200,1896
1351,21,44,293,6153,1414
1352,290,284,315,91350,1548
1353,68,95,373,25364,1776
1354,337,343,285,96045,1324
1355,103,134,385,39655,1857
1356,206,218,212,43672,1038
1357,127,102,378,48006,1825
1358,354,341,330,116820,1554
1359,484,491,217,105028,1091
1360,283,253,379,107257,1922
1361,108,149,227,24516,1128
1362,430,449,379,162970,1785
1363,398,403,277,110246,1408
1364,480,475,225,108000,1116
1365,413,370,364,150332,1782
1366,31,69,257,7967,1168
1367,334,354,327,109218,1573
1368,300,261,342,102600,1656
1369,416,368,382,158912,1803
1370,284,290,226,64184,1020
1371,357,353,209,74613,954
1372,14,10,213,2982,1099
1373,114,108,242,27588,1128
1374,158,136,228,36024,1031
1375,133,125,297,39501,1426
1376,182,143,268,48776,1239
1377,344,329,232,79808,1057
1378,213,253,321,68373,1606
1379,390,397,361,140790,1775
1380,182,219,347,63154,1757
1381,152,106,240,36480,1108
1382,176,221,298,52448,1459
1383,215,212,327,70305,1552
1384,225,269,278,62550,1422
1385,458,420,308,141064,1570
1386,168,146,317,53256,1534
1387,46,34,356,16376,1664
1388,496,466,390,193440,1983
1389,82,52,307,25174,1470
1390,184,214,203,37352,963
1391,361,318,343,123823,1717
1392,417,448,390,162630,1950
1393,341,315,341,116281,1691
1394,38,-9,222,8436,1005
1395,387,370,253,97911,1155
1396,180,170,316,56880,1538
1397,344,320,294,101136,1451
1398,314,288,396,124344,1952
1399,470,420,280,131600,1303
1400,254,297,237,60198,1124
1401,286,284,244,69784,1138
1402,373,343,381,142113,1785
1403,180,185,329,59220,1551
1404,392,440,379,148568,1782
1405,489,509,243,118827,1187
1406,130,165,222,28860,997
1407,94,103,393,36942,1879
1408,62,28,258,15996,1215
1409,205,244,312,63960,1454
1410,315,265,265,83475,1282
1411,93,108,270,25110,1358
1412,393,378,216,84888,1097
1413,288,288,270,77760,1248
1414,83,53,262,21746,1194
1415,210,200,261,54810,1236
1416,309,313,250,77250,1280
1417,131,107,202,26462,1012
1418,104,110,252,26208,1276
1419,347,327,376,130472,1825
1420,491,506,327,160557,1560
1421,114,77,318,36252,1627
1422,456,443,295,134520,1507
1423,107,149,393,42051,1986
1424,81,72,351,28431,1642
1425,159,197,228,36252,1084
1426,448,457,357,159936,1675
1427,288,334,400,115200,1901
1428,468,433,228,106704,1049
1429,380,405,226,85880,1138
1430,265,221,249,65985,1139
1431,71,54,312,22152,1569
1432,207,170,203,42021,976
1433,348,339,257,89436,1287
1434,21,-4,292,6132,1412
1435,500,521,203,101500,904
1436,496,447,382,189472,1868
1437,77,54,375,28875,1898
1438,412,453,378,155736,1861
1439,117,68,320,37440,1636
1440,497,503,292,145124,1499
1441,24,-15,244,5856,1192
1442,278,297,248,68944,1239
1443,207,187,222,45954,1050
1444,162,155,398,64476,1965
1445,418,389,247,103246,1245
1446,179,183,377,67483,1896
1447,410,371,292,119720,1399
1448,356,307,314,111784,1567
1449,19,25,241,4579,1224
1450,34,30,378,12852,1780
1451,191,220,393,75063,1993
1452,254,303,272,69088,1368
1453,497,546,351,174447,1749
1454,24,42,392,9408,1884
1455,494,488,271,133874,1267
1456,130,142,391,50830,1919
1457,358,332,326,116708,1604
1458,239,274,287,68593,1334
1459,52,67,302,15704,1506
1460,411,371,203,83433,973
1461,440,444,288,126720,1419
1462,303,312,241,73023,1108
1463,22,46,387,8514,1868
1464,153,170,363,55539,1830
1465,147,187,249,36603,1265
1466,85,69,234,19890,1097
1467,181,132,221,40001,1097
1468,292,297,242,70664,1106
1469,149,142,393,58557,1900
1470,206,196,367,75602,1750
1471,432,427,349,150768,1642
1472,415,377,362,150230,1759
1473,385,422,243,93555,1245
1474,284,319,306,86904,1430
1475,161,205,274,44114,1394
1476,102,128,294,29988,1386
1477,293,330,384,112512,1880
1478,235,266,312,73320,1534
1479,16,65,257,4112,1212
1480,483,461,231,111573,1086
1481,424,434,201,85224,1010
1482,235,240,320,75200,1533
1483,50,87,396,19800,1969
1484,86,124,393,33798,1876
1485,369,377,389,143541,1923
1486,301,278,354,106554,1806
1487,94,90,204,19176,915
1488,283,270,400,113200,2035
1489,307,265,373,114511,1768
1490,58,70,204,11832,992
1491,4,38,367,1468,1800
1492,405,355,383,155115,1912
1493,344,306,263,90472,1229
1494,409,451,246,100614,1195
1495,414,447,371,153594,1880
1496,56,65,349,19544,1646
1497,424,386,319,135256,1520
1498,174,191,335,58290,1682
1499,404,424,319,128876,1559
1500,298,325,216,64368,1027
1501,301,284,276,83076,1365
1502,113,136,249,28137,1171
1503,232,206,397,92104,1956
1504,432,473,392,169344,1950
1505,487,489,286,139282,1350
1506,234,195,248,58032,1265
1507,236,243,225,53100,1093
1508,90,104,362,32580,1760
1509,95,57,276,26220,1370
1510,181,138,272,49232,1369
1511,122,122,263,32086,1300
1512,263,243,223,58649,1006
1513,27,20,343,9261,1709
1514,281,325,346,97226,1613
1515,87,107,289,25143,1381
1516,405,383,267,108135,1325
1517,403,374,367,147901,1768
1518,383,390,272,104176,1339
1519,102,122,334,34068,1626
1520,270,319,304,82080,1442
1521,169,154,398,67262,1871
1522,443,416,245,108535,1132
1523,258,276,356,91848,1806
1524,242,222,291,70422,1412
1525,290,252,225,65250,1022
1526,219,219,320,70080,1491
1527,219,202,253,55407,1205
1528,259,232,295,76405,1376
1529,83,122,200,16600,1039
1530,145,110,239,34655,1124
1531,345,383,389,134205,1906
1532,138,167,358,49404,1778
1533,307,321,378,116046,1922
1534,85,123,233,19805,1106
1535,360,390,336,120960,1621
1536,49,75,389,19061,1958
1537,285,328,268,76380,1298
1538,266,293,308,81928,1532
1539,139,181,247,34333,1161
1540,315,333,246,77490,1149
1541,357,348,344,122808,1702
1542,54,95,231,12474,1178
1543,31,3,246,7626,1155
1544,491,522,296,145336,1484
1545,260,306,217,56420,1114
1546,441,483,275,121275,1274
1547,299,304,248,74152,1229
1548,299,254,364,108836,1797
1549,408,371,297,121176,1413
1550,476,474,351,167076,1640
1551,18,-21,350,6300,1704
1552,466,449,261,121626,1263
1553,366,384,311,113826,1494
1554,210,224,372,78120,1772
1555,400,441,307,122800,1519
1556,363,358,326,118338,1565
1557,445,490,357,158865,1711
1558,413,382,358,147854,1762
1559,245,246,324,79380,1512
1560,86,109,399,34314,1880
1561,144,148,348,50112,1765
1562,447,487,387,172989,1830
1563,19,15,324,6156,1601
1564,249,252,216,53784,1009
1565,123,142,309,38007,1446
1566,89,73,400,35600,2008
1567,353,359,208,73424,974
1568,423,394,308,130284,1460
1569,297,287,346,102762,1671
1570,230,255,221,50830,1127
1571,183,156,254,46482,1167
1572,187,143,211,39457,985
1573,107,154,302,32314,1480
1574,117,131,215,25155,993
1575,482,469,219,105558,1052
1576,160,160,345,55200,1670
1577,312,362,257,80184,1283
1578,220,219,278,61160,1363
1579,285,273,352,100320,1740
1580,362,361,239,86518,1187
1581,270,281,200,54000,975
1582,446,421,373,166358,1884
1583,45,88,273,12285,1339
1584,37,8,206,7622,1065
1585,433,419,319,138127,1479
1586,390,414,376,146640,1843
1587,292,249,280,81760,1384
1588,118,73,375,44250,1762
1589,112,150,342,38304,1615
1590,375,385,236,88500,1063
1591,436,458,275,119900,1296
1592,416,420,349,145184,1645
1593,161,116,327,52647,1526
1594,29,-15,233,6757,1048
1595,498,486,211,105078,1065
1596,457,499,340,155380,1679
1597,394,437,348,137112,1749
1598,66,23,348,22968,1710
1599,43,38,400,17200,1889
1600,359,377,211,75749,1068
1601,422,419,371,156562,1792
1602,246,281,296,72816,1371
1603,247,274,301,74347,1460
1604,138,132,395,54510,1951
1605,474,462,370,175380,1779
1606,242,250,289,69938,1344
1607,215,204,348,74820,1705
1608,439,432,350,153650,1674
1609,298,264,261,77778,1192
1610,293,307,312,91416,1508
1611,317,268,360,114120,1809
1612,466,509,388,180808,1869
1613,129,179,268,34572,1285
1614,363,336,303,109989,1513
1615,337,351,386,130082,1823
1616,173,181,337,58301,1618
1617,250,291,284,71000,1351
1618,186,142,322,59892,1516
1619,190,219,296,56240,1397
1620,45,42,288,12960,1444
1621,168,194,376,63168,1791
1622,445,402,386,171770,1854
1623,13,10,383,4979,1954
1624,208,246,379,78832,1789
1625,238,188,237,56406,1169
1626,16,19,207,3312,985
1627,494,452,279,137826,1402
1628,29,-6,397,11513,1948
1629,299,270,359,107341,1751
1630,458,449,351,160758,1684
1631,111,69,320,35520,1623
1632,356,384,386,137416,1824
1633,384,337,268,102912,1362
1634,239,227,361,86279,1685
1635,361,341,254,91694,1303
1636,452,403,238,107576,1123
1637,197,183,321,63237,1591
1638,431,451,338,145678,1679
1639,449,418,376,168824,1857
1640,419,384,304,127376,1472
1641,173,127,212,36676,944
1642,63,102,274,17262,1408
1643,394,382,248,97712,1186
1644,224,259,243,54432,1209
1645,238,278,247,58786,1147
1646,250,282,351,87750,1699
1647,171,194,353,60363,1781
1648,181,179,363,65703,1810
1649,274,321,204,55896,967
1650,438,475,288,126144,1371
1651,258,232,245,63210,1117
1652,184,180,284,52256,1327
1653,216,253,325,70200,1588
1654,129,80,221,28509,1031
1655,207,195,253,52371,1288
1656,305,268,201,61305,915
1657,95,129,311,29545,1494
